phase,position,update,slot,problem_id,dataset,math_level,content_hash,prompt_hash,prompt_tokens,truncation,old_prompt_cap,new_prompt_cap,old_cap_overflow,cap_928_overflow,new_cap_overflow,max_completion_length,combined_potential,sequence_ceiling,tokenizer_revision,prompt_identity
train,11,3,2,math:DigitalLearningGmbH/MATH-lighteval:train:1159,math,1,09081ca71a386b3ec9f73602b75b0f8231ab297f4092c36d13a4c5d181c4f3ea,f6fe9f54fe1c88b51b201e11b4d63b5785fa0c3af4fa487900946208dedeadec,136,False,832,928,False,False,False,256,392,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,12,3,3,math:DigitalLearningGmbH/MATH-lighteval:train:580,math,1,10dfee7c2a657b85092870c0ea342009a82ba83e525b4141410f831d7110d6e4,381e831d9108d21e3171aa7fa59b0e475e8653c13625865a144d214607ace02c,110,False,832,928,False,False,False,256,366,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,13,4,0,gsm8k:openai/gsm8k:train:6704,gsm8k,,aadbb4f229eb99afb8cd8ee5dbafd801a779790ae05a6c4819574d4a57728bb8,c533b58e72688c9ba796ad42393aebe169a352c925cb1eab02d4bea016f61cb8,150,False,832,928,False,False,False,256,406,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,14,4,1,gsm8k:openai/gsm8k:train:4082,gsm8k,,6696726846e834e32d5a2abe3f6553ac4d824487b6a1ba732b852130691c8994,ed665905a7b82ec48b8e425c3637627478b77b9851268d795ecdf38cf8aeb538,151,False,832,928,False,False,False,256,407,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,15,4,2,math:DigitalLearningGmbH/MATH-lighteval:train:180,math,1,16b9409048403b96dfdb3a3ed5fbe6ded7e4f1f3fd88da8d062f2a6fa1b5de42,21897c296f4f0784c9c9b664fa864ad11fd48202a369010ab4d3011e11cb5246,130,False,832,928,False,False,False,256,386,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,16,4,3,math:DigitalLearningGmbH/MATH-lighteval:train:1864,math,1,181c8a3d6660d062bb47d570a090dcf101a4d881d37c8b26120b87d726c3571b,0afeb11d98ec03fd44968bdcad32eb69075894eeb1e5525d9e6564947a4caa2e,114,False,832,928,False,False,False,256,370,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,17,5,0,gsm8k:openai/gsm8k:train:3300,gsm8k,,bc203bc190b76ad87bad2e5f091404bf55c69bfc6c4300426f54e582cfa26a8d,cc1d410209adbb3ce9a9147611bf3ff59387bf523474e524806f77bd601b7765,141,False,832,928,False,False,False,256,397,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,18,5,1,gsm8k:openai/gsm8k:train:5491,gsm8k,,93a82f4cb181b8c60bc90d989f07995b3f842a1ade0aac9cf8996441c447cd34,db67501614aae1232fe18d8624374e50dc06dd8374f397b25fed92c691531523,151,False,832,928,False,False,False,256,407,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,19,5,2,math:DigitalLearningGmbH/MATH-lighteval:train:7081,math,1,1c6a48d891779de770fa07d3d0e7cb75ecffc7923de0c01e715070d132a2c347,6a4b132f41f452db041d4cf340c0747f72b4a5e77abc6895fcee697c4ee3008d,139,False,832,928,False,False,False,256,395,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,20,5,3,math:DigitalLearningGmbH/MATH-lighteval:train:4703,math,1,2564e2d8724f05dfde33836a2a57d5ee9eb140bfd69cadb3d43faa1cefc32718,a26faafac806083c07b0ffd0e04b329f82d8f53b4359e302bba0572f2be8628a,137,False,832,928,False,False,False,256,393,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,21,6,0,gsm8k:openai/gsm8k:train:705,gsm8k,,0287408848da527d975b2abb4bab6cbe40317677aa145ae0e38ba1a28d778f9e,d8bdfd5c3558e0491ed6520d19a964a6451e95aeaecb23229a38ccd31d55bccc,157,False,832,928,False,False,False,256,413,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,22,6,1,gsm8k:openai/gsm8k:train:5980,gsm8k,,16aab368916b3c1619ab27e733723357eac682ec9d27ac3b9733718731577faf,d6a46d622975ee07d6108de6f0384ca7ff026cc6b4d260c3abe08a99fae13afd,144,False,832,928,False,False,False,256,400,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,23,6,2,math:DigitalLearningGmbH/MATH-lighteval:train:4207,math,1,2afa69c1d56f9412bd82a0e6eb7b8acacd2ff067d0eda02ddcee71382a66962f,173153467bed4d08a98bdac9262377c53db8d498b95c53938c0ce217c2af003c,918,False,832,928,True,False,False,256,1174,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,24,6,3,math:DigitalLearningGmbH/MATH-lighteval:train:4020,math,1,2b5b091a7ce3328a7bf3c844af3df72f89f1d51c22d5b6872366ea0940386a31,92cb3754afe28ce3c5b7c4dba1dd144006714ce18292666aa987e58725b8575f,130,False,832,928,False,False,False,256,386,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,25,7,0,gsm8k:openai/gsm8k:train:3870,gsm8k,,78ef2f571861d6485ba815f1de227448e4c3e462b81571002d7f376f0e003239,31401a75e3cd97a502788b81a3b7ae25f1e684b738417b63d767a50bdcdd71a3,142,False,832,928,False,False,False,256,398,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,26,7,1,gsm8k:openai/gsm8k:train:3910,gsm8k,,875f0048d074b058928d5b2928a6bccd38e03c89ac6da403e3dc3f1e364243d6,5314af6aec74faf171fa0e6a0b0956d9756860809ef127c35fd6bc5a8e557bb7,134,False,832,928,False,False,False,256,390,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,27,7,2,math:DigitalLearningGmbH/MATH-lighteval:train:578,math,1,2c1ff2d0662018d112f3547b26b704324a882062b46cee134ae375c2fc754994,0bce3f085affdd63c5d24a7f11f62862c29df01d7bca89e73cc66f1bca011833,124,False,832,928,False,False,False,256,380,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,28,7,3,math:DigitalLearningGmbH/MATH-lighteval:train:1055,math,1,417d7921213acd364c5ed5279acd4e0aababac4fbd1f63b88b75f8266ea37f82,17d1a51de57a5e553d820ca96373eaddf63544af20166ddf4d90fc8b085da4c3,123,False,832,928,False,False,False,256,379,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,29,8,0,gsm8k:openai/gsm8k:train:5487,gsm8k,,c37ffc59db87d4344031941d36737effff8329cb4a8846d6818f31f6244ee0a4,a19921e5460281bbfc5b47b08d958dd041e2c57e13ac18448188c0d6f82d10c6,127,False,832,928,False,False,False,256,383,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,30,8,1,gsm8k:openai/gsm8k:train:3075,gsm8k,,098a2437e387ac46c9bc638790fef8f1613ac4b8c1c56ddea279a4e1fda19d35,1d057f45a7f49e424a373cf838aae20de5dc1bf7c5c9e920df77dc4d6c10e683,158,False,832,928,False,False,False,256,414,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,31,8,2,math:DigitalLearningGmbH/MATH-lighteval:train:182,math,1,44f11a17f996e2c41acbca102ae84dbfa3484e45c22c19719ac03cb636455a01,a8e011f893ef53a7c3e1498d2c427a8b25da5a59272fd5cd0a0e1cc6876b867c,136,False,832,928,False,False,False,256,392,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,32,8,3,math:DigitalLearningGmbH/MATH-lighteval:train:69,math,1,4789d66c5e7094187487f4d598a6e3bb290d83a73ba813ab6cf71134add5ad39,23628c4127f8d7a95e4b1b11a2cefa45428ef03dac331a4799d38591207002b6,122,False,832,928,False,False,False,256,378,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,33,9,0,gsm8k:openai/gsm8k:train:4560,gsm8k,,28d736c11e3eddd39a77a58f861003acb68f10da0723ed34a978c0bbff3d651c,b5fdd4c5f8344bc8955b05eba5ee313c991ed982b5e9b11099b8c0485bc506aa,126,False,832,928,False,False,False,256,382,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,34,9,1,gsm8k:openai/gsm8k:train:2763,gsm8k,,4258f719520fed7d392ba10b49e60bdddbfc6f11da863f89bb127246ef9b257b,d87072f595bd5a5745d580685d1da74b64f8a3d4600be5d8f5580411dbac4b13,155,False,832,928,False,False,False,256,411,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,35,9,2,math:DigitalLearningGmbH/MATH-lighteval:train:164,math,1,5319b31ca9d3e4a8014421cb43ebb76c0b187378e6ccd54164aed3c08b6a6046,e1bec931e851ca49912f82a2a51a668886d0b75addbc14a9840baa7fe410e7ff,141,False,832,928,False,False,False,256,397,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,36,9,3,math:DigitalLearningGmbH/MATH-lighteval:train:477,math,1,55c95c38c4c54b3e989f897a0905f427bf8139d456cec281c51fc0ff5f8554e4,10341bc98697d092220294bd6bf061d494a76cdba24b4e1f00436487d71437b9,129,False,832,928,False,False,False,256,385,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,37,10,0,gsm8k:openai/gsm8k:train:2662,gsm8k,,434a5832e2a3599c3f1690013d972a09c6f9a498a64cb49ba8c0434d6feb25f9,e1fda7b66e127eb8280fd3af60cfbb306a2bae708288318ecb9b8d2d8268e44a,143,False,832,928,False,False,False,256,399,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,38,10,1,gsm8k:openai/gsm8k:train:4768,gsm8k,,52b44d29bd67a790d3432a880bfcd1c6fce034690c2f905dd1f54fab1b94e745,28ba986b3006f190dfefca354937c5b48e2a0fc0ae2bf65a492facd526cb56d2,144,False,832,928,False,False,False,256,400,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,39,10,2,math:DigitalLearningGmbH/MATH-lighteval:train:3258,math,1,55ff977007a2d441a7920c8452df00f35b16c0094c85c28e549d8d0d8274eced,74c89d11fc039ec87dfd801e007aee57cbcb953e812a79718a6eefc83cbfb4c9,109,False,832,928,False,False,False,256,365,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,40,10,3,math:DigitalLearningGmbH/MATH-lighteval:train:3487,math,1,587e1c059dc29f450599d243afd845ec7d1e8b88e0503b9bf997a59de446ed53,c4a7350df0e3ad87fd638de51590667aca7ccbae15dc34ab2ea14638654aded5,176,False,832,928,False,False,False,256,432,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,41,11,0,gsm8k:openai/gsm8k:train:0,gsm8k,,73429d562982300e6643d83a84428a22e0656773b67dad037d2de2f8bc0b45b9,cab0550552df60166274b45e764e221a0435233fbfa50ad1f9097690c5357e06,139,False,832,928,False,False,False,256,395,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,42,11,1,gsm8k:openai/gsm8k:train:6507,gsm8k,,7590e53e68beaa71eb06bb1f714db407172bf4e67fa68bea2e0e6c5bb1c15ced,1b75f7211393a5de612346a98de5e6baaa01116577686cd181e986f0441fb209,146,False,832,928,False,False,False,256,402,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,43,11,2,math:DigitalLearningGmbH/MATH-lighteval:train:941,math,1,5a8cd1cc7693cee79942ca42292db04a296f71b2cce582d1feb1a14e81b60a61,8ca6a3509c882f3dc6981b29848daa3e1cdb535e492cf3e3c781d7c96bd2f011,121,False,832,928,False,False,False,256,377,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,44,11,3,math:DigitalLearningGmbH/MATH-lighteval:train:4147,math,1,60d78405a533f7fd761ba0d6c2f314a3dcd443ae3fb77f73170762c23f20220b,5b498d8dde8a652a08c1fb0613a3b6d1055570ca1154c95f092b35b592d0c32e,163,False,832,928,False,False,False,256,419,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,45,12,0,gsm8k:openai/gsm8k:train:4481,gsm8k,,5f894d89a20ad909c586902093793272ae2d22f0320df0bd5aee418ec2b72234,97c9770aea00a9990d76914410dd32929b36d6963ffe74cdd68935a6d7a750c2,126,False,832,928,False,False,False,256,382,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,46,12,1,gsm8k:openai/gsm8k:train:6982,gsm8k,,964f7b3164cb38e9e6adf5a6afaf357de80e0f4d3a3c449f9a86b7de1260936a,5641a318024a01b40ed2421855df5bfa77e1f247c8519c8e7cc4c49a6b0faf0e,126,False,832,928,False,False,False,256,382,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,47,12,2,math:DigitalLearningGmbH/MATH-lighteval:train:37,math,1,6fad9f0c632a0de2b3228597cba457dad62bc3b0a79e6f0bc8d729bab4dbc872,af51bdf512987ab89b10c572de5d3ed568ab8142a087c8922ea22542ee43b2e9,130,False,832,928,False,False,False,256,386,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,48,12,3,math:DigitalLearningGmbH/MATH-lighteval:train:2424,math,1,7364beb09501dfa7dfbb679db27a4841bd02fe207570ad05f55bb27d52c02c45,236a91083aeb62a4c1c217c226a667eb5af545d8f63b4de1ce534c9e3008be4d,124,False,832,928,False,False,False,256,380,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,49,13,0,gsm8k:openai/gsm8k:train:1825,gsm8k,,b8ec49105ccd6f68af9ec5bbc8e466952b091ad5698832b9fcd33e6752f3a83e,1cf9cef3829f1d3c9d8feae8bf027a4e15c3726c5ff60f41a6d6bed69567ce49,160,False,832,928,False,False,False,256,416,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,50,13,1,gsm8k:openai/gsm8k:train:1262,gsm8k,,f6ee7cd98ba29340c4246fd411ff9e468d5b5e582e60201438ff0fd2e9f7ce69,2466213f6cd87a1c4b323e50a2c9f9b0c141ecd18756101e77762847e649afe2,136,False,832,928,False,False,False,256,392,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,51,13,2,math:DigitalLearningGmbH/MATH-lighteval:train:2118,math,1,74a9325cfcebaa8bb835363d3f4af29bf792145af34e7af985572ff3f503b962,4824ec5944d53abbb12be66e24c94202bb19612348ed83f766dbdcbc67bccdcb,111,False,832,928,False,False,False,256,367,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,52,13,3,math:DigitalLearningGmbH/MATH-lighteval:train:657,math,1,752621bf03c06d97fbb0de0237610a17e6da6d899cc3b0623f04e3e5932f2364,b54972185622307955ab7f658989cf25d76654a745207168d90b695b95091c68,114,False,832,928,False,False,False,256,370,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,53,14,0,gsm8k:openai/gsm8k:train:4244,gsm8k,,2723932d11368487f418999b165bfcfb90b779dc86304d440f60ce58c385e167,598b2a47a8f5ceeace2d0ddc3933e3bd0d87fbbccee822fbee766cfb00fd25fb,149,False,832,928,False,False,False,256,405,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,54,14,1,gsm8k:openai/gsm8k:train:2476,gsm8k,,a1f823ec5e3054f10db19133409eaaee1110d48ce0b86f426924251d4a2d8f1b,aa08696e22b3955cc46017693fb7a2d17a10739a8edc37c979d716de37456f45,132,False,832,928,False,False,False,256,388,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,55,14,2,math:DigitalLearningGmbH/MATH-lighteval:train:5813,math,1,763426eeac0e6baad64d6311e5461f696f1dd29d921929b00f946ed4315e6738,634bf2e8b47a189cba485fa71c28feb2980ce2ba837818870201e818407695e0,150,False,832,928,False,False,False,256,406,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,56,14,3,math:DigitalLearningGmbH/MATH-lighteval:train:7016,math,1,76a3c644a725efcc1d53e425972a987eb86febecf000c733915b273c9c2952b8,5ed91294fbafabf5164b901ca2b4a7ff9adc4f9fff03a1bc364411452bb78b0e,132,False,832,928,False,False,False,256,388,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,57,15,0,gsm8k:openai/gsm8k:train:4974,gsm8k,,ae8a0a2c0f014348b6e7380b36b4525f7291b39b9142b07e86b62933fcaccaa7,54511d501e9679bba12f129a548927fa57f6c7ce3b919e9feca38038e1171c10,145,False,832,928,False,False,False,256,401,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,58,15,1,gsm8k:openai/gsm8k:train:4834,gsm8k,,b2991842d4ecb748aecca75a6cad6922df8786b1fbc6d2851670f5d717ebd83b,98a3a05fe9684df8cc2c1dda74a81c3fd47ee425e584ef1b4778c0fd0b98dd9b,157,False,832,928,False,False,False,256,413,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,59,15,2,math:DigitalLearningGmbH/MATH-lighteval:train:7484,math,1,76e83742d805574bee4bbbd9c8e5f76724ff77d8a4070a81cc18c589193edb93,85646efaf6a6e6d892d4b2adf00d7273edabd5f66d3501404c75dbfe0a757335,128,False,832,928,False,False,False,256,384,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,60,15,3,math:DigitalLearningGmbH/MATH-lighteval:train:3657,math,1,77ab1fcdd5eb502a7963f7e83d42cc19f621daee316ae82ddc0aa7f5d605e500,489d083f535ad1c764085a9d6f067e52c2f32c913e81426ccd2a0acb9fd18bbb,150,False,832,928,False,False,False,256,406,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,61,16,0,gsm8k:openai/gsm8k:train:6624,gsm8k,,1a80c2dcd6f8422818445721cc95ab2a0f89fa3ef9084b9cb7b844a79723ea7a,90a2b0011491d69d964643d754e2ec38ab1f8824a1dc475ed7e578f1273a8dea,129,False,832,928,False,False,False,256,385,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,62,16,1,gsm8k:openai/gsm8k:train:4706,gsm8k,,8c6734cdce017b315624241238abb830ed9e1279e3098d8e5a7dec7b7c07d0d2,8979998a010969695a5a7a9f178f23184f9cc4d5765a0d01df28c253b84c6b9c,156,False,832,928,False,False,False,256,412,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,63,16,2,math:DigitalLearningGmbH/MATH-lighteval:train:772,math,1,794a35265f64cb3d30f7b2cbe93f5a989853877690a16a42b30b8212281eb161,8dd83d990029df62d253d9784fd85b7152c776a6da737df7cb0b06045fb681d2,123,False,832,928,False,False,False,256,379,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
train,64,16,3,math:DigitalLearningGmbH/MATH-lighteval:train:2312,math,1,88adf2bc6311bda3307dff7180fcdd9e1e59526b1bdd6f067ee9616391bba520,dcbe4b40bdad8795e8f95282d092daf5a2e062dec6f24abfcf061afbf18da4cc,112,False,832,928,False,False,False,256,368,1184,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,89e459da827474d9bcc66e4407b06b5f8a968ce10d0be92e830c59fd9830a994
