update,generated_tokens,cumulative_generated_tokens,reward_mean,reward_std,reward_variance,format_accuracy,valid_answer_component_rate,valid_answer_rate_available,valid_answer_rate_definition_version,parseable_rate,canonical_pass_rate,accuracy_given_parseable,accuracy_given_parseable_available,accuracy_given_parseable_reason,grpo_loss,policy_loss,value_loss,policy_value_loss_reason,kl,kl_available,kl_reason,ratio_mean,ratio_available,ratio_reason,ratio_variance,ratio_variance_available,ratio_variance_reason,clip_fraction,clip_fraction_available,clip_fraction_reason,policy_entropy_mean,entropy_raw_metric_key,response_token_entropy_mean,response_token_entropy_mean_available,response_token_entropy_mean_reason,policy_entropy_std,policy_entropy_std_available,policy_entropy_std_reason,grad_norm,policy_grad_norm,policy_grad_norm_available,policy_grad_norm_reason,learning_rate,completion_length_mean,completion_length_std,eos_rate,truncation_rate,unique_completion_rate,completion_duplicate_rate,zero_advantage_group_count,zero_advantage_fraction,nonzero_variance_group_count,nonzero_variance_group_fraction,all_zero_group_count,all_equal_group_count
11,1599,18323,0.109375,0.09717694878416383,0.009443359375000002,0.5,0.5625,True,formal_domain_valid_answer_component_v1,0.5,0.0,0.0,True,,-0.1037,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3301035761833191,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.38582801818847656,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.875e-06,99.9375,38.29730530664005,1.0,0.0,1.0,0.0,2,0.5,2,0.5,1,2
12,1234,19557,0.15937500000000002,0.23665557118943978,0.056005859375,0.5,0.5625,True,formal_domain_valid_answer_component_v1,0.5,0.0625,0.125,True,,-0.0741,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.22860843315720558,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.6949279308319092,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.5625e-06,77.125,24.103617467094022,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
13,1580,21137,0.14375,0.23905739373631596,0.0571484375,0.375,0.5,True,formal_domain_valid_answer_component_v1,0.375,0.0625,0.16666666666666666,True,,0.0408,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.30761246383190155,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.489654004573822,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.25e-06,98.75,47.79448189906446,1.0,0.0,1.0,0.0,1,0.25,3,0.75,1,1
14,1250,22387,0.23125,0.3014936773798084,0.0908984375,0.75,0.5625,True,formal_domain_valid_answer_component_v1,0.5625,0.125,0.2222222222222222,True,,-0.111,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.22233255580067635,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4892207682132721,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.9375e-06,78.125,43.41064817530372,1.0,0.0,0.9375,0.0625,2,0.5,2,0.5,1,2
15,1906,24293,0.05625,0.08454843286542928,0.0071484375,0.1875,0.3125,True,formal_domain_valid_answer_component_v1,0.1875,0.0,0.0,True,,0.0141,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3250541016459465,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.35075345635414124,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.625e-06,119.125,75.78000643309554,0.875,0.125,1.0,0.0,1,0.25,3,0.75,1,1
16,1507,25800,0.08125,0.0933324032691755,0.0087109375,0.3125,0.4375,True,formal_domain_valid_answer_component_v1,0.3125,0.0,0.0,True,,-0.0335,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.3040900006890297,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.48748552799224854,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5.3125e-06,94.1875,42.75397459593669,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
17,1817,27617,0.12812500000000002,0.06366108996082301,0.004052734375,0.6875,0.5,True,formal_domain_valid_answer_component_v1,0.3125,0.0,0.0,True,,0.0383,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.25951163470745087,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.9284552931785583,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,5e-06,113.5625,56.78904906537879,0.9375,0.0625,1.0,0.0,1,0.25,3,0.75,0,1
18,1556,29173,0.1875,0.3184434800714249,0.10140625,0.375,0.4375,True,formal_domain_valid_answer_component_v1,0.375,0.125,0.3333333333333333,True,,-0.0879,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.28170688450336456,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.3609245717525482,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.6875000000000004e-06,97.25,37.029549011566424,1.0,0.0,1.0,0.0,1,0.25,3,0.75,1,1
19,2088,31261,0.078125,0.07699178121721825,0.005927734375,0.5,0.25,True,formal_domain_valid_answer_component_v1,0.1875,0.0,0.0,True,,0.1144,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2973209246993065,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.40964072942733765,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.3750000000000005e-06,130.5,63.979488900740684,0.875,0.125,1.0,0.0,0,0.0,4,1.0,0,0
20,1296,32557,0.271875,0.42425255965639147,0.179990234375,0.3125,0.375,True,formal_domain_valid_answer_component_v1,0.3125,0.25,0.8,True,,0.0972,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.20227176696062088,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.48391100764274597,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,4.0625000000000005e-06,81.0,37.648041117699606,1.0,0.0,1.0,0.0,1,0.25,3,0.75,1,1
21,1524,34081,0.246875,0.36889562802369996,0.136083984375,0.3125,0.5,True,formal_domain_valid_answer_component_v1,0.3125,0.1875,0.6,True,,-0.1121,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2871648594737053,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.5237069725990295,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.7500000000000005e-06,95.25,44.50631977595991,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
22,1746,35827,0.4375,0.38222212128551636,0.14609375,0.9375,0.9375,True,formal_domain_valid_answer_component_v1,0.9375,0.3125,0.3333333333333333,True,,0.0082,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.32109954208135605,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.3774772584438324,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.4375e-06,109.125,34.111719027337216,1.0,0.0,1.0,0.0,1,0.25,3,0.75,0,1
23,1960,37787,0.2,0.3872983346207417,0.15,0.25,0.25,True,formal_domain_valid_answer_component_v1,0.25,0.1875,0.75,True,,-0.0599,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.19828621670603752,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.19950756430625916,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.125e-06,122.5,56.575171232617585,1.0,0.0,1.0,0.0,2,0.5,2,0.5,2,2
24,1505,39292,0.334375,0.3931915682908269,0.154599609375,0.625,0.6875,True,formal_domain_valid_answer_component_v1,0.625,0.25,0.4,True,,-0.0019,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.21717149764299393,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.25515246391296387,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.8125e-06,94.0625,25.84441126723532,1.0,0.0,1.0,0.0,3,0.75,1,0.25,1,3
25,1692,40984,0.1375,0.24206145913796356,0.05859375,0.4375,0.4375,True,formal_domain_valid_answer_component_v1,0.4375,0.0625,0.14285714285714285,True,,0.0809,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2469605803489685,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4470198452472687,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.5e-06,105.75,50.812769064478275,0.9375,0.0625,1.0,0.0,1,0.25,3,0.75,1,1
26,1411,42395,0.53125,0.47132625377757176,0.2221484375,0.75,0.5625,True,formal_domain_valid_answer_component_v1,0.5625,0.5,0.8888888888888888,True,,-0.0225,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.2599433697760105,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.44936442375183105,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,2.1875000000000002e-06,88.1875,35.711025520838795,1.0,0.0,1.0,0.0,1,0.25,3,0.75,0,1
27,1621,44016,0.371875,0.36825973765129416,0.135615234375,0.8125,0.875,True,formal_domain_valid_answer_component_v1,0.8125,0.25,0.3076923076923077,True,,-0.1324,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.22288193553686142,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.5337876677513123,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.8750000000000003e-06,101.3125,35.85860906044739,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
28,1396,45412,0.240625,0.37132311990367634,0.137880859375,0.5,0.375,True,formal_domain_valid_answer_component_v1,0.3125,0.1875,0.6,True,,-0.0511,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.22511258348822594,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.36573782563209534,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.5625e-06,87.25,39.30569297188386,1.0,0.0,1.0,0.0,1,0.25,3,0.75,1,1
29,1645,47057,0.528125,0.41906471382711286,0.17561523437499998,0.875,0.875,True,formal_domain_valid_answer_component_v1,0.8125,0.4375,0.5384615384615384,True,,-0.1067,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.24909143149852753,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.4415515065193176,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,1.25e-06,102.8125,32.311411973945056,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
30,2294,49351,0.2375,0.3722818152958858,0.13859375,0.5625,0.3125,True,formal_domain_valid_answer_component_v1,0.3125,0.1875,0.6,True,,0.0694,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.1864471361041069,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.34468114376068115,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,9.375000000000001e-07,143.375,72.97334701793525,0.8125,0.1875,1.0,0.0,0,0.0,4,1.0,0,0
31,1246,50597,0.509375,0.43668450782572993,0.190693359375,0.8125,0.75,True,formal_domain_valid_answer_component_v1,0.6875,0.4375,0.6363636363636364,True,,-0.1356,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.20018184930086136,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.7323054075241089,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,6.25e-07,77.875,29.73187473066574,1.0,0.0,1.0,0.0,1,0.25,3,0.75,0,1
32,1687,52284,0.396875,0.41058980062222683,0.168583984375,0.6875,0.6875,True,formal_domain_valid_answer_component_v1,0.5,0.3125,0.625,True,,-0.0284,,,GRPO has no PPO value model/value loss,,False,GRPO beta=0.0; reference-model KL is not computed,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,0.0,True,,0.24426964670419693,entropy,,False,native GRPO entropy is microbatch-mean aggregated and cannot be made identical to PPO without an additional or intrusive logits computation,,False,reviewed TRL 0.24.0 log row emits only an aggregated entropy mean,0.5307798385620117,,False,reviewed TRL 0.24.0 per-update log row did not expose this metric,3.125e-07,105.4375,39.788454276963314,1.0,0.0,1.0,0.0,0,0.0,4,1.0,0,0
