problem_id,domain,math_level,split,evaluation_mode,rendered_prompt_sha256,token_count,current_max_prompt_length,over_limit,prompt_plus_max_completion_length,tokenizer_truncation_occurred
gsm8k:train:5532,gsm8k,,train,training,38a52e0d8a40d0e0246932a2f54d4c072fdd734c0b50b194f966681d324fffe5,164,512,false,420,false
gsm8k:train:2518,gsm8k,,train,training,e9fa0cae1d9467c8c2e113c42f0e65ee30c2eb03d673be4d9a420c1046adaebe,147,512,false,403,false
gsm8k:train:5326,gsm8k,,train,training,58aa10bf24424ddaea7b4212ab341e41c0ae2e841eccdb3452436b03467410e2,149,512,false,405,false
gsm8k:train:4905,gsm8k,,train,training,14165b0c70eb763a1382f3779ceb8a4714d180f387674332e48332944e9d6220,183,512,false,439,false
gsm8k:train:3619,gsm8k,,train,training,f6ffff27ad5d4437e88f53f3604da831204d70aec29c9744ced325b80b3f267e,146,512,false,402,false
math:DigitalLearningGmbH/MATH-lighteval:train:4929,math500,Level 2,train,training,521da4cc5e77b3c63bf8cb190e041a71b234e80c106ccf4e200af70761be37a6,120,512,false,376,false
math:DigitalLearningGmbH/MATH-lighteval:train:859,math500,Level 3,train,training,b9b55aff4ce1426b4dfff6265e12a6ea406faa6f17020a4a08d4cd08ac2dee90,151,512,false,407,false
math:DigitalLearningGmbH/MATH-lighteval:train:529,math500,Level 3,train,training,bc3db2a8aa24b750580c1c6e672b99ad87387dd468fcab35a15d876bf9e881ce,157,512,false,413,false
math:DigitalLearningGmbH/MATH-lighteval:train:6078,math500,Level 2,train,training,350aa574c27222d3ae47f261bcdf3a1d748feb18d41c761aeec5a4d7346200c8,119,512,false,375,false
math:DigitalLearningGmbH/MATH-lighteval:train:961,math500,Level 2,train,training,8dd5055d47b3dd37f6a0191fc8ba574c9402aa9e725e3c8c5d5a43fe0ab7420a,118,512,false,374,false
math:DigitalLearningGmbH/MATH-lighteval:train:7125,math500,Level 1,train,training,6946794c4a479823f97b77ac4e281b083b214216b25844b522b759c29e78f71f,154,512,false,410,false
math:DigitalLearningGmbH/MATH-lighteval:train:5599,math500,Level 2,train,training,b898f8bf6d04dc39183332f0b4d721abb1fcb0eed6c39d75767de29d5eba44ee,128,512,false,384,false
math:DigitalLearningGmbH/MATH-lighteval:train:962,math500,Level 2,train,training,cec887c3937bfdd01f4b5cd277bf5a1e3d1bc71c5177ef525c23cb0766093b40,128,512,false,384,false
math:DigitalLearningGmbH/MATH-lighteval:train:6526,math500,Level 2,train,training,cfa2f8c2eb6a5289f37e4d54f98d56d1b0156485e7e5943023d0edcf2f145aeb,121,512,false,377,false
math:DigitalLearningGmbH/MATH-lighteval:train:4243,math500,Level 3,train,training,708584a7cf99b6a9a4b9b3b454c43ce8d18599dd97cd07e887dacfa1d6a5be05,145,512,false,401,false
math:DigitalLearningGmbH/MATH-lighteval:train:4284,math500,Level 3,train,training,02310d444fe5d6b0c79488065f6bb75462cc795d35162918b91c9bb022944d07,152,512,false,408,false
math:DigitalLearningGmbH/MATH-lighteval:train:4168,math500,Level 3,train,training,5e37c3448a4300fb998bee2a5c0671953b15b8f621e117f4cd93dc1db1f8b517,136,512,false,392,false
math:DigitalLearningGmbH/MATH-lighteval:train:3967,math500,Level 3,train,training,de54f28f785d8648ba19fd7fb6974e5b4a4d3a23f95f1556fdb04068bfaa88cb,165,512,false,421,false
math:DigitalLearningGmbH/MATH-lighteval:train:2857,math500,Level 2,train,training,5b2d69bfc1488d3bdb076a838f866ebd1804da8a28215e7fe62e37e0e2547886,137,512,false,393,false
math:DigitalLearningGmbH/MATH-lighteval:train:5447,math500,Level 2,train,training,ccf911b27c37dfe293cef75487da0d405670d71423fcbf1025721fb9dcbeeaee,200,512,false,456,false
math:DigitalLearningGmbH/MATH-lighteval:train:1520,math500,Level 3,train,training,c089d3035e066b61d68ccb303fe2aba1773c07e2365ca837cfe5493cf9134a98,160,512,false,416,false
math:DigitalLearningGmbH/MATH-lighteval:train:4523,math500,Level 2,train,training,c6aeb2e4730633ced811b286a9cd548f2671c95570bb687ccd3eec5ce6affbcf,142,512,false,398,false
math:DigitalLearningGmbH/MATH-lighteval:train:6810,math500,Level 3,train,training,3e6983f7b9169848157b14737faf37c06dc77165d0228814ff2f92c71de22814,329,512,false,585,false
math:DigitalLearningGmbH/MATH-lighteval:train:5680,math500,Level 1,train,training,6ed71cf037cc0df8a5f76fad16ba2218df0229e96916c27936b342d53c79108d,115,512,false,371,false
math:DigitalLearningGmbH/MATH-lighteval:train:4946,math500,Level 2,train,training,337bbc0da8de7adf6adc32716895e86ceec2a29f8fac4d70f1dc4fae329c7208,137,512,false,393,false
math:DigitalLearningGmbH/MATH-lighteval:train:622,math500,Level 2,train,training,b67cb04a860b65750c36b5e330b4fc1b81cefe172ba01f29f8ca7c746d6dac47,123,512,false,379,false
math:DigitalLearningGmbH/MATH-lighteval:train:5725,math500,Level 3,train,training,b09df6fd8d32d8655cefc3f4114caf8714c9a30d1a2c04403384d0bdf565fc64,326,512,false,582,false
math:DigitalLearningGmbH/MATH-lighteval:train:5685,math500,Level 2,train,training,57a8d3303556f48348795c70b8585655180e3ee15f329eb4a4a8ada5b4b9cb66,145,512,false,401,false
math:DigitalLearningGmbH/MATH-lighteval:train:5597,math500,Level 3,train,training,4a7bd77096b1dea18806db6a70128fbfb85f9f0bc8f98ef4e882beecd641cf13,117,512,false,373,false
math:DigitalLearningGmbH/MATH-lighteval:train:5190,math500,Level 2,train,training,c23af37ad1cc8551d9f92c68fc304c134339591c0ea5b114f9e11e8819bbcfa0,115,512,false,371,false
math:DigitalLearningGmbH/MATH-lighteval:train:1833,math500,Level 3,train,training,8b2aa29e034b931d17f768ce451de3b6eb7c33af09e6c1cae52e92c3a24a808c,143,512,false,399,false
math:DigitalLearningGmbH/MATH-lighteval:train:3718,math500,Level 2,train,training,f2b230a9553c2708e83afd0493b79af3c8de17f5cebf20bd315ae12aa33f2094,138,512,false,394,false
math:DigitalLearningGmbH/MATH-lighteval:train:374,math500,Level 1,train,training,a7c3df1525e91c2cefba23233e891bccef1b3d70dccce5344ab934575e9f9e0a,139,512,false,395,false
math:DigitalLearningGmbH/MATH-lighteval:train:3250,math500,Level 2,train,training,086803ca7e64c06fcbcf931bd8a412c9d0a4e88acc2110c615fad213e0decb47,147,512,false,403,false
math:DigitalLearningGmbH/MATH-lighteval:train:6071,math500,Level 3,train,training,41d69b46ff1273f03ad966390c17f29c0a4a21de183dece1b587e7bcd565548e,237,512,false,493,false
math:DigitalLearningGmbH/MATH-lighteval:train:5551,math500,Level 3,train,training,42edb30f00882fac08364c7a35944100c24778ddf012a5cb919517d89728d128,236,512,false,492,false
math:DigitalLearningGmbH/MATH-lighteval:train:1761,math500,Level 2,train,training,ee4999a3ad5c8a967743e88a4ea213e6f9275fb80b4716e2bedf33870b945da8,373,512,false,629,false
math:DigitalLearningGmbH/MATH-lighteval:train:4783,math500,Level 3,train,training,bc61e4254d32af1651cb5511aff51a3d83f0ef9788772f3b58f4381c123ea038,116,512,false,372,false
math:DigitalLearningGmbH/MATH-lighteval:train:2713,math500,Level 2,train,training,2ca4b5a7e7947d15b888a224d33b28e624d89ba39877bec93a0b44b4f024ddee,713,512,true,969,false
math:DigitalLearningGmbH/MATH-lighteval:train:832,math500,Level 3,train,training,8ea3b5133e8a525a59e536000c92a2a4587a2dec5c080d9184a41c756ffc78ac,153,512,false,409,false
math:DigitalLearningGmbH/MATH-lighteval:train:5768,math500,Level 3,train,training,a8b3b64d9150627fda504d34dd4a0c4f97ec46a7075c17b85c5899e1c99a46c0,159,512,false,415,false
math:DigitalLearningGmbH/MATH-lighteval:train:7459,math500,Level 3,train,training,66774095d801cb21240a77b7586c6cd7847d6751d46421ec09ae4406389f1e75,137,512,false,393,false
math:DigitalLearningGmbH/MATH-lighteval:train:4720,math500,Level 3,train,training,13df89f3e218ab31d176e5261d42eece9dd6e0e29745740f4686612fb1357385,129,512,false,385,false
math:DigitalLearningGmbH/MATH-lighteval:train:6001,math500,Level 2,train,training,d598e92d44a09694e3363908c52d61be93c27a6393a90fc1e89f8a78d7fa1379,114,512,false,370,false
math:DigitalLearningGmbH/MATH-lighteval:train:6416,math500,Level 1,train,training,0a7854420a9c03e1a9b82aff5475e4bdd8f839ee66e89d3a28fca523161d3db2,135,512,false,391,false
math:DigitalLearningGmbH/MATH-lighteval:train:91,math500,Level 2,train,training,79f6bbf85f4f0a2749632d84bbebd9c242dda279c6ff60d97adbb45d6409a76b,123,512,false,379,false
math:DigitalLearningGmbH/MATH-lighteval:train:5422,math500,Level 2,train,training,a4136c5d54212c4a3a5ab86e423fcfac1f8a73da26852198888ac4dd077f4f39,122,512,false,378,false
math:DigitalLearningGmbH/MATH-lighteval:train:1289,math500,Level 1,train,training,24986ef33187a77074ed9a2ca6a48161ca9360f415f3cac498de71c753d84354,116,512,false,372,false
math:DigitalLearningGmbH/MATH-lighteval:train:6932,math500,Level 1,train,training,62094b4dc2e7678f8c2689537f9d77e81f835f33565f4cbb599ba7cc69f784ae,111,512,false,367,false
math:DigitalLearningGmbH/MATH-lighteval:train:6597,math500,Level 2,train,training,7483a8de5b4fe773d9476b408536a39f33600c923044bcbbb5572f5f0e357160,136,512,false,392,false
math:DigitalLearningGmbH/MATH-lighteval:train:1390,math500,Level 2,train,training,b307cc142bbb46df3cc5b8cbc2eff1515abbce339624e092154e93b88bbc9108,143,512,false,399,false
math:DigitalLearningGmbH/MATH-lighteval:train:1689,math500,Level 2,train,training,ffe61cbb0484b4f8144027ce303b33b2f36b44f7d8fc83550acefbf7bf0c8ca7,110,512,false,366,false
math:DigitalLearningGmbH/MATH-lighteval:train:6012,math500,Level 3,train,training,f0a2d9bd796b5fdbd0859149467e788a2751cf934587cfb4a520e6897ffca7be,127,512,false,383,false
math:DigitalLearningGmbH/MATH-lighteval:train:579,math500,Level 2,train,training,c53fe130e8c97924573e4b2d5a77c6fdd17605759385636f5c99a706475761e8,144,512,false,400,false
math:DigitalLearningGmbH/MATH-lighteval:train:1503,math500,Level 3,train,training,f0fd464054095d4005a50633f895acb598fe0aae76c8a6f5bb9e39b7c89015bf,138,512,false,394,false
math:DigitalLearningGmbH/MATH-lighteval:train:6682,math500,Level 3,train,training,fc60a1026054398bb3bca15cb9e608eae19a4233c200e3dc7712141c2d16d5a1,127,512,false,383,false
math:DigitalLearningGmbH/MATH-lighteval:train:1420,math500,Level 3,train,training,1334bf7644fff49801ebf9b389db2c806aaac2591c8638c45493088e4d49b4fe,123,512,false,379,false
math:DigitalLearningGmbH/MATH-lighteval:train:1262,math500,Level 3,train,training,887316c7334568cc6ce8f23da51a81e7336c311162f07b71934fcb30c4920d9a,125,512,false,381,false
math:DigitalLearningGmbH/MATH-lighteval:train:1372,math500,Level 3,train,training,71f6561db0726bc221ef29cc825ca9e5136cd87d2dac6593e035b07e68c71717,127,512,false,383,false
math:DigitalLearningGmbH/MATH-lighteval:train:290,math500,Level 1,train,training,34aaaa1d6309b0678c44077536a5ac8b5f790c4cde2578637b93deaf34cb0e54,125,512,false,381,false
math:DigitalLearningGmbH/MATH-lighteval:train:4504,math500,Level 1,train,training,de3a66658fbed5915bd8e00aa91b322c750295d18afe0fa4217a878f165d0ee4,109,512,false,365,false
math:DigitalLearningGmbH/MATH-lighteval:train:6469,math500,Level 1,train,training,7dfa25eae13621d7bcc572a1c0f956b212294baddf053e3cfb0155138e93a2e4,199,512,false,455,false
math:DigitalLearningGmbH/MATH-lighteval:train:2681,math500,Level 1,train,training,9565ec8541c210e53d8dceafccd97e3288cd10fd51f80b69be0cc1a02286d54e,217,512,false,473,false
math:DigitalLearningGmbH/MATH-lighteval:train:4953,math500,Level 1,train,training,aa38fbf4c18afec90302e219991ac94679a62b5a6d5802faead9eb2ebfa6680f,125,512,false,381,false
math:DigitalLearningGmbH/MATH-lighteval:train:7003,math500,Level 1,train,training,546d9707b9c9152f7513c45def07f9faa786236ab314c3cf3ce6999ec90503a9,141,512,false,397,false
math:DigitalLearningGmbH/MATH-lighteval:train:232,math500,Level 1,train,training,8b674db56a27a402ddded3bc27ee824ae8ed6580a59096440a71f3e7d21ba2ba,138,512,false,394,false
math:DigitalLearningGmbH/MATH-lighteval:train:110,math500,Level 1,train,training,1a4b8e4b531f983468d9d423236420d30be488c23e82bcf8f676875c61992c47,126,512,false,382,false
math:DigitalLearningGmbH/MATH-lighteval:train:2757,math500,Level 1,train,training,16ecd35e3511181501f39d7e05023e1b796194630db26ecf2019a267c27a2717,148,512,false,404,false
math:DigitalLearningGmbH/MATH-lighteval:train:2151,math500,Level 1,train,training,8fa5c3327feec1ac71a6b914651b5fe6216981661ee49b6b10ad9f31d1aa1b77,179,512,false,435,false
gsm8k:validation:4665,gsm8k,,validation,validation,ed66d9b01b64f41bc3e6add1f9c69c7e684ad9f8fa3f6faa70c656889977dece,161,512,false,417,false
gsm8k:validation:2375,gsm8k,,validation,validation,fc934ca6d30489ed80d051db7b67f752eb48aa6657291c80020c1c9d19052932,129,512,false,385,false
gsm8k:validation:2706,gsm8k,,validation,validation,0a212cbe9e09f27011fffe916dcfc121ab94f3678325f5797c8678a3651ff7e6,155,512,false,411,false
gsm8k:validation:4169,gsm8k,,validation,validation,f73e2c5ec77f71b1d3bc49e3a923a2f36491a83fa304a6f513257f2d1e2cd8db,167,512,false,423,false
gsm8k:validation:1723,gsm8k,,validation,validation,ccd146d9dd2b3ed18ecc738421461cb2c897f9adb49708abb4d6d34930459102,138,512,false,394,false
gsm8k:validation:1002,gsm8k,,validation,validation,36f458ca428b4a67cd1d052f5a719dea7b1904c2185bbafa00dfbfdb7c5d5615,149,512,false,405,false
gsm8k:validation:3063,gsm8k,,validation,validation,cb8688a4f6dd538673b291d1fcdaf900d715a8e5a851cbd8ca587b18d0024180,228,512,false,484,false
gsm8k:validation:342,gsm8k,,validation,validation,c45bb1db2e5f9ba1248b4ea042fb7fa8f7d9f71b776be073dc7105a1035a3396,138,512,false,394,false
gsm8k:validation:5448,gsm8k,,validation,validation,94e57058b14ed7603ee0dd3cb145b70110b0654887e33ef702c68da0c5abeaee,135,512,false,391,false
gsm8k:validation:3829,gsm8k,,validation,validation,7a8dd6991953ee85b9784d273f0e16f1c58755dc2d67e726fc8eb17b62c97e54,148,512,false,404,false
gsm8k:validation:4332,gsm8k,,validation,validation,ba25b494c8050a122754d77fa74a2ddf7038e13ee01604d66313c0cf080bd68a,147,512,false,403,false
gsm8k:validation:4632,gsm8k,,validation,validation,399fb6ea6250d538a1ea67411591ccf667abc3dabb1da6088aceedee729a2f9b,172,512,false,428,false
gsm8k:validation:1372,gsm8k,,validation,validation,0e1f6772d517c30bae5165451418f11d7046ea61c33f1fe025281f5a71889262,135,512,false,391,false
gsm8k:validation:5814,gsm8k,,validation,validation,915e56b4bd7aa2e32188e3cbc6faf06a26b656130026dd19d996cfb5e64d3564,150,512,false,406,false
gsm8k:validation:6431,gsm8k,,validation,validation,5f9de0b825a2a5682a8ca7290d52d7dd39ddcb6ab2f778094223bf2216787fb3,165,512,false,421,false
gsm8k:validation:4758,gsm8k,,validation,validation,290d1206f138dbc162641b26b2a6a81a865018078a5526aeedd06f973fe32262,163,512,false,419,false
gsm8k:validation:877,gsm8k,,validation,validation,5cf2354e721c9d89c71679a26253433c521bec2293bbf3f5dea9ad571c155e3c,170,512,false,426,false
gsm8k:validation:4387,gsm8k,,validation,validation,7f37ff595234fc5e53f4b43de7fde6f125a4144085df5a6ab0e9922b4916dd39,156,512,false,412,false
gsm8k:validation:1232,gsm8k,,validation,validation,f19ce90022739e39b7fa3f52ba23744662df7d9778859931c672dd83856a59e5,141,512,false,397,false
gsm8k:validation:2585,gsm8k,,validation,validation,849192e634f03ca9b33093bcb6063585970710c6d1070cb02caadd38a5af0c9a,173,512,false,429,false
gsm8k:validation:3671,gsm8k,,validation,validation,8324ed5d8f0afd6fa0d2b0eadb9869214f9825151ecca5e092e430120d0c31bc,151,512,false,407,false
gsm8k:validation:7051,gsm8k,,validation,validation,93abc0d7f6ee8606c93c0bbb4b6b3b90a5312d24c493db5033523deadfc87c5a,166,512,false,422,false
gsm8k:validation:2346,gsm8k,,validation,validation,159955f668ab02ec33a3b931904776b8d175eb3df3c375b3192af03ef44b7f8f,165,512,false,421,false
gsm8k:validation:5464,gsm8k,,validation,validation,ba1a9cb3b238477f92eb7e182d86a22866de4cab4075fab7c7a61ce33cfd6a65,201,512,false,457,false
gsm8k:validation:6375,gsm8k,,validation,validation,451254c64ee7d44bf90952d5062536ded9c353a604e2a54c8222e9a296d391ce,162,512,false,418,false
gsm8k:validation:1433,gsm8k,,validation,validation,8621ce500ee882e51eae5cd76533a5dbbb72183125079187e19f3d2276174a1b,152,512,false,408,false
gsm8k:validation:682,gsm8k,,validation,validation,e9c2d5d21b615eef2cddae0a88532199d49361d3fa5964bb84ce762c309271e8,147,512,false,403,false
gsm8k:validation:2819,gsm8k,,validation,validation,86eb469e109e922c384bbecd911964f465e5130f7171f3c05675578719c75eb3,153,512,false,409,false
gsm8k:validation:614,gsm8k,,validation,validation,f5d8dc18bdb6355ab2934aefe6b4e466115be5e7eac9c614142cc4787a5164b8,166,512,false,422,false
gsm8k:validation:1238,gsm8k,,validation,validation,8f5cc3bef43a8f0b2ce940ee6750454c8c8a119b2c8f3e9bbc57ea93ebcb3817,150,512,false,406,false
gsm8k:validation:2859,gsm8k,,validation,validation,fe3aeb395c3588c258df6d5ea82ca380e1cc80d40218997a11f1acc0abe4cb26,152,512,false,408,false
gsm8k:validation:3710,gsm8k,,validation,validation,de926aef6083af187ed369ce4753d9ea13a7f49d41db394d341f77b7da729ac2,162,512,false,418,false
math:DigitalLearningGmbH/MATH-lighteval:validation:916,math500,Level 3,validation,validation,c66e2706875ad73dddb04e2b3bfcbcea99d57c86c93a73b32bae8677208cbb8f,137,512,false,393,false
math:DigitalLearningGmbH/MATH-lighteval:validation:3296,math500,Level 4,validation,validation,6585810305f9abfe191523b06006380bc9b5afcf8a103a7a8f0feebf2834b442,339,512,false,595,false
math:DigitalLearningGmbH/MATH-lighteval:validation:2467,math500,Level 2,validation,validation,60b8fbe161e865ae47c856bb173dcd1e98a3b5bd834e08aa7315f2a478ed1c7a,112,512,false,368,false
math:DigitalLearningGmbH/MATH-lighteval:validation:4678,math500,Level 2,validation,validation,449ed04c2a9a8e29f6837a7bbc1c5fe3c89a1c0d412ea5bc8d13b75756365e89,156,512,false,412,false
math:DigitalLearningGmbH/MATH-lighteval:validation:7140,math500,Level 1,validation,validation,a4d113f05014f27f2bc9084541a3c1c9bcd3c49ef30ecf12f1457069e8e05097,110,512,false,366,false
math:DigitalLearningGmbH/MATH-lighteval:validation:824,math500,Level 3,validation,validation,8bc1f038f69e0755fbc51cacd072404cfe22831c5af2a3c336a5200b5b58b9f4,135,512,false,391,false
