problem_id,domain,math500_level,rendered_prompt_sha256,base_pass1,ppo_pass1,grpo_pass1,base_to_grpo_pass1_delta,ppo_to_grpo_pass1_delta,base_pass4,ppo_pass4,grpo_pass4,base_status,ppo_status,grpo_status,base_format_valid,ppo_format_valid,grpo_format_valid,base_parseable,ppo_parseable,grpo_parseable,base_truncated,ppo_truncated,grpo_truncated
gsm8k:test:1084,gsm8k,,4e39fa824d51cebb9db9ca5ba0c163bdfca1bb97eb204f8868601c834aee2c99,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1094,gsm8k,,10d6d0d45c76a67999ec316e6d5dfd31ea1848de348464df4cd4f3f0684b7a98,0,0,0,0,0,0,0,0,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:1115,gsm8k,,742d39d7d894dd5850026c1de74e9a87c749427b5c423dd201b069006106c38a,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1119,gsm8k,,b6230a17f1217c93be94938a7781da24be0ec3ae118b19187626b85d99c06e2a,0,0,0,0,0,0,1,0,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:114,gsm8k,,d58d048edb85ac2a8211ef8b5c313650d5ed00de15826b595b975b0e31bcb7de,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1159,gsm8k,,93bde19bf0eefecb86c4a97fa300ee4e3617007c25174e8fe06d6421a8c32e43,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1160,gsm8k,,815abf8b7232f9a680befc109562fad0304150e488863a5d74c1b0a2ffea2707,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1167,gsm8k,,374c50128aa1b4a1391f01672b21174618d9c39e5360750567bcaca5b29a4be6,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1172,gsm8k,,ab3e377b9142e71436b14b72b6d5826de38d6e6b8d44060fbc30a885d209efc5,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:118,gsm8k,,edb2a39606c89576cc662bb2988e84d75be3927ae2082f555e50631e7ceb9734,0,0,1,1,1,,,,wrong_answer,wrong_answer,verified_pass,True,True,True,True,True,True,False,False,False
gsm8k:test:1180,gsm8k,,d3f48ee749b4865c8affbf20ffd09162bd2bbfb5cc38494a196cf1d10661cb2c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1184,gsm8k,,e36bffbd8e8bdf141d1e268be7bbed5620cd5787acddf9eda80156f27f15f56d,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1189,gsm8k,,556c4e5dd7d5c5088b128fe16ebc3d902dd26c6c7638b69dc591330866b00396,1,1,1,0,0,,,,verified_pass,verified_pass,verified_pass,True,True,True,True,True,True,False,False,False
gsm8k:test:119,gsm8k,,baa91f27a7ac9cc8283fcfe3bf2e8272c24f9a499d6806da03c9e673489cf96c,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:1195,gsm8k,,61bf7e794f25f55bdd85e56938468018551ef75bff967489f8b147a50bc0b801,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1201,gsm8k,,abfda0725fc051d2b0a0de6ae11c9d173b83473c92c59bdad125227473066405,0,0,0,0,0,,,,wrong_answer,parse_error,wrong_answer,True,True,True,True,False,True,False,False,False
gsm8k:test:1207,gsm8k,,65e72b4995b98e0ce4c706f23322d38b8be3d230f9b868bb45038c733d8bbb0f,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1209,gsm8k,,a54c6e35aaa41c880b2d9795c4184e6ac74312187f970dfe33042206bbc12821,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1214,gsm8k,,07bb93bcb6fb2a44422f8432f6429c1b45828c2471cdf33628e638ee1ed89f77,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1218,gsm8k,,138d4759e6d7228f0e38b02d52318611971ff21a69c55e47935b990da259a56d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1228,gsm8k,,ac395ad65f78612f970a1be1f676b7b42b6a7a0d7feea8933b40616a5083eaf8,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:123,gsm8k,,dfdc8fc7527a82e1b2db41c5f3b6660c6b6af229a4d084a09c8b222971a43fe3,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1260,gsm8k,,773d16b9a20f5cff08c1d0ed8385035364a56f88663e6dc4fc17e56b7ccb5c92,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1266,gsm8k,,d0b4a10e2842fb5433110df679df83c46668929e0e6de3507167a71c87eb3ce3,0,1,0,0,-1,1,0,0,parse_error,verified_pass,wrong_answer,True,True,True,False,True,True,False,False,False
gsm8k:test:1274,gsm8k,,a8c95d4362042ec6c5f39be33dff154850a27ec80911922ff7a117080dd7804d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1277,gsm8k,,9322b53124848ae69ce74159a1b08b01bc670263c69ab2dddf438e79407c4bf4,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1280,gsm8k,,7830c4a40bf454d46fd4885f694ac18ce24fdf67de0bb3e30a974eeffad215df,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1292,gsm8k,,80be3873dd92cd71fce036e02b500646f6cb89dadcc9d540e7f2d66dc7f05f4b,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:1298,gsm8k,,99c037ba0754fd5213e08cc08f20939f34b217c705c462ff10cde6dc9cb83d1f,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:13,gsm8k,,31dc278d6b3b260c3001de33072b450033f00d4e989ab483cd90c1295745f57a,0,0,0,0,0,,,,parse_error,parse_error,parse_error,True,True,True,False,False,False,False,False,False
gsm8k:test:1300,gsm8k,,4a444de704381ae482041f627bd6633bb225f7503888c5d34cea7d20f65e2871,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:138,gsm8k,,07fde26a2bd59745043ba59e66a6c37c574726002db470eddc9e0283549c3c3a,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:142,gsm8k,,b7ab04cea8b390735e2e34b45f4d51221b76b84f301f57d9f46fcf80ed2c81be,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:153,gsm8k,,439156c0bc31d7aceaad7958d7873fc491c03db58fae144f0aef2045b1c8fa4b,0,0,0,0,0,,,,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
gsm8k:test:155,gsm8k,,e7cb4152780a2388153edbff1df0c3b8dcbd717fd8b4f3682c9b2f7873dd501b,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:162,gsm8k,,dc611b5562d3f8cd0ec961fea31704858a6ca106b35e6fa8ff28347fa06279a8,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:164,gsm8k,,9e724b9465142a2f73a0518c37818c84fbc58bb455a1d31b99f87d8e5f55f0d4,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:180,gsm8k,,cc8563953702624e5c36aeec6288b8275b7fb89eaf488f069890a9b445c2e6ac,1,0,1,0,1,0,0,0,verified_pass,format_error,verified_pass,True,False,True,True,False,True,False,False,False
gsm8k:test:182,gsm8k,,6700654f0a1bb0cdf6f1f77dfe10892772686dba11999d97442b0788436209f3,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:187,gsm8k,,f06cb5a0fc4803b7e8307e81db27fd92169ff79b796ff35265f39cbb75426222,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:189,gsm8k,,d48c930fdf76e62767704148eea5c2007d2cf2e52b98417d2e49408afcf57997,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:192,gsm8k,,11785b7b7dfda507b78cebee12f7d3af957d5c3ea59a5f1e86d1c2b08be82377,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:197,gsm8k,,a4e37a773a214313b2a87f4ea89034d45b84f81619da4c9d21282ea1cd789b84,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:216,gsm8k,,abe4290e8fdaeec86aaf461bcf2d11eaee9f13790fc7dd674b352d06c1112816,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:217,gsm8k,,1f1ca783693c60abf776bada4f554306d96511151c9a59b1b0245ee4dfb9d6c5,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:226,gsm8k,,4c0b042573953a9620e548ec55d2be1ce91bbbd4bd2085344728a2acc44d8572,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:229,gsm8k,,c62d81a7b0c5dde2bed97b207063d33c1d853a0e20d5a80e8b5e9738f398f8dd,0,0,0,0,0,1,1,1,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
gsm8k:test:233,gsm8k,,c4127500519948f1ce4f396e7fdabd6b700e30441f4caf0d1337a5d8cdbc7117,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:250,gsm8k,,4847ed77320872adba8e065de41c2065e02e0e308c116f3d5664a39ad338a8f2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:253,gsm8k,,35449e267f04d40e3e4a72e6c74e66911777de9ac8055d3866c242b61b10f95c,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:26,gsm8k,,f9dc606ad2f6db8a8bb8bd973aa7ba25bfb4a7a9b8bb4c12add25f01135b3f99,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:262,gsm8k,,600485a4599572092e99f38beeabfdfb6f7cdae0a0498f242dff78b89b670507,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:27,gsm8k,,ba4124fa17b561ca0b83931479bfc6cc26b32a19555acb24d9d651a23bd8d98d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:270,gsm8k,,894318ab22ebacbf5861a41cc7ccbc261aef612a6f01ed3e69c68825d7d9d1ea,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:273,gsm8k,,6b3bd90107398934d842e591c85ae16c879ed4c3c44e989258e917556a08c7db,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:278,gsm8k,,1f9c4da18446d738aa6d94fcfe38c3764a39d9cccf6dc5760f0a63412a9b8e8d,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:283,gsm8k,,9cf214fa59b396d7c25eb60c069a79ea6defdb7ff1b66d0a903771e49d92ba88,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:284,gsm8k,,bc80fdcdcabc2250c9f710f948ddee2a2ef418b35322c3c4cf93ffbaad8befbd,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:297,gsm8k,,ea0fa57f8c541f6c9d058b10f1abb7851ea928d885bc4d99075d1ae5960d0e36,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:30,gsm8k,,61cb6078bedd83306cb8b82121f2ce6361520ad9fe018c3daf9bb95db559afce,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:304,gsm8k,,9d136bf195cae0746b00bb6cf02c0115f3e9f6008b00ac158d6e1e600f5e5aaf,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:308,gsm8k,,84599429c75ba117bf8afe282541f1c19bb20e14e51f63312a62d2a9e9c9ea9a,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:312,gsm8k,,4555ca591a776a7c3d03baeb36da548c78b6e28f7ccb89a4d150edf5f5c19530,0,0,1,1,1,,,,format_error,format_error,verified_pass,False,False,True,False,False,True,False,False,False
gsm8k:test:314,gsm8k,,d4d03c367ca2c7a8402898d8b0e58f4e4687bdd66a4ed3642132ee68cdb487c7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:32,gsm8k,,03466d676fc93e79f038fd2ff732534e34942948f6bc2815d4a2ad62868b5315,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:324,gsm8k,,b776053201e6c5f169358d5dcb634a1d987b32a1b50c3c52455e34b3cdc900b7,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:325,gsm8k,,5c18fb7a26a0d4ab77e1235a4244df666c1b1c91b914aab15c68b6e53fc8eabc,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:331,gsm8k,,299787f7a6445a68dd8ab8b7b0118020ef60d33b3104582a2817934227eed54f,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:357,gsm8k,,a73a798f2088c00e7e7cf91d74e5e182d50b87e25102773951cdb2786c0213d9,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:361,gsm8k,,bd0f9029c3234be65f15edc7e7f268fa9b6a130a940456480b706ab9279924ce,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:381,gsm8k,,1a3881d70c940bd9a59577fe2ce5833318b154181def8ea460fc17c69b0dcf7b,1,0,0,-1,0,1,1,1,verified_pass,format_error,parse_error,True,False,True,True,False,False,False,False,False
gsm8k:test:388,gsm8k,,e33e10a556e9d5fd9f0c2f6cd4a1ab44f323f5bf6153a997c02d52c098f08cb5,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:389,gsm8k,,fe012bfbeab17cee0a38c4be9537e8e9c1a14bc303b23fc61be0894c1dab231c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:390,gsm8k,,012c00a229593834ba4ccb04f3934e4526affd2a78c5fb3f07611d7e223fd4e0,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:392,gsm8k,,fc6f028697d32d769b8da2622e83d9ee90fe8eeccd5e2eb72835435a7ac0f2a9,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:399,gsm8k,,d5eb4bc7b6abbdc95bf8aa409372a1217734315625f71ab55d34b3d1ee71a1cb,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:417,gsm8k,,c827dea9e1d9130dc4481e3dfb584c8a999c10cc7745f122e5eeb60e2554a864,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:42,gsm8k,,250688e475843a1e9b0ffe542a9393947340ae35ae3818e2d7293c03d4f0ce5a,0,0,1,1,1,,,,format_error,format_error,verified_pass,False,False,True,False,False,True,False,False,False
gsm8k:test:421,gsm8k,,b87f57040c90ed558889a25089ea8fe0f527843cfafa0228973f9faff1c8cd2c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:424,gsm8k,,d449eb8baec5869655bd6239a8c3b58d8ce32ec1bb2c4587bc96f8e3a6c63bdf,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:433,gsm8k,,7018fa0f67599c10a977c6e4061ecedd97fa5d4f39051d3a12a3b1493c7c3fce,0,0,0,0,0,,,,format_error,wrong_answer,parse_error,False,True,True,False,True,False,False,False,False
gsm8k:test:435,gsm8k,,56a6ea1da0f7602ff929506db4d3ca6368941a25a893fdcd49c783e81ca5c1c2,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:44,gsm8k,,b06402bcd61b95cfd755d565f8beb8a0765f616c4e15c056f1a1a338bbfa7616,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:440,gsm8k,,3e644188b95ca400615cdbb8232c652600617259a2a37db85018cba18bb82768,0,0,0,0,0,0,0,1,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:448,gsm8k,,21242f9fbc417aed645f624f491ba0a6cef75864b8079ffc2cf825db79b90a15,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:455,gsm8k,,8077eff5cef0ac5acce5dada3a6c627b7970b6f3ad7da7a90b6f39b5e92c1198,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:459,gsm8k,,ec4785378502060222325bea84367719151718c317e11ebb17b45fedd99f1fe6,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:463,gsm8k,,cea291cfad63cc74e462af9675991ca93678014cd8e67fbc2631145cb1bb61a9,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:465,gsm8k,,a9aa5b97e0e0061ca0b68383c9049ecc442db5117787cb1b4b5bc7f0196d4b43,0,1,1,1,0,,,,format_error,verified_pass,verified_pass,False,True,True,False,True,True,False,False,False
gsm8k:test:469,gsm8k,,294731029b127493d915439af677136b65d64369c7809fb1f0923f53ba225c82,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:487,gsm8k,,ae9eb423f2b8a78204c15fe6c419071f323a06295e170f5020f52c4a63534a1b,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:488,gsm8k,,36ed7ab3fcc076463a3803366c20786522f4348d2eb867b6e15a404c8738888b,0,0,0,0,0,0,0,0,wrong_answer,wrong_answer,wrong_answer,True,True,True,True,True,True,False,False,False
gsm8k:test:493,gsm8k,,fe4d9c100de950901f74148c9646aa56c538a33ccc74f6678e198e71b9f7f125,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:497,gsm8k,,d9d46aa08b7367771555b1a2774f6017a898c2a037dec51799dfa47969ee0359,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:505,gsm8k,,243fe036a254ab422edea0bfe16aafaef403ff66c495ddde1a0524337f80a295,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:510,gsm8k,,ba57942ec493a625754c9c9012484327eccadec7c3c959390c6c5d68f7b0d988,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:512,gsm8k,,3ecbcd18a8b33b5a3e4ace78265029c38898c7c5094e6a8afb186eb425c59db6,0,0,0,0,0,0,0,0,parse_error,wrong_answer,parse_error,True,True,True,False,True,False,False,False,False
gsm8k:test:516,gsm8k,,e0035cce26c16d225b4a58c7eef42004147a15fd5a6443cdca0ab720c50bd61c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:517,gsm8k,,b8053ae39c4f93402b747240e982122ad958bbc66cb4dc7dd654d984f6f9f6eb,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:525,gsm8k,,8578879b978c69840b2a44259d92cabc92575896728a6d33639a8fa795ec76d8,0,0,0,0,0,0,0,1,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:53,gsm8k,,cedca629095cfefd228bc30fade97fdbba2f6bf64a122c731c1f5e9234fdea05,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:534,gsm8k,,812a67adf70753703f2318878ec180d69ebcb33597f7a3d6e661a089bdb01026,0,0,0,0,0,0,0,1,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:539,gsm8k,,5302813f4174bb07788ab64924fdeaeb5020f9c09fd52eef60abf4af71cc9c93,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:563,gsm8k,,e359a16db89ef3f3cd654dd7de27cff277b8e4d16ecb2d936b75ca86f043d933,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:564,gsm8k,,2a30067aaffa8a9ada1f8de4bfd5bd3d108afb735345b69e88367c65bd0c56d5,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
gsm8k:test:566,gsm8k,,2096211d15705e11594d33622d4910416482b5fbf690e568db6dcb91ee238026,0,0,0,0,0,0,0,0,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:573,gsm8k,,cbc3d133fd3c848f2f6e79b3ea11322d59b112224a77f98757f74ce384565d8c,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:576,gsm8k,,8230e0d43fc0e3cdd6539ab38f77c0a9101933e488498f353136626c9d9127d9,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:581,gsm8k,,62e03a3a8144508936a627340d7ef948082c514f253908948780af5827690c5a,0,0,0,0,0,,,,format_error,format_error,wrong_answer,False,False,True,False,False,True,False,False,False
gsm8k:test:587,gsm8k,,e4c880061a203bfedc52920087153af9d2c67030f85f48163d5d0cea85e0dbf8,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:590,gsm8k,,7eb2a54217a74dbf67eae0639e7930e407738aca8dbdd588f1a1f21b7a8c4bf5,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:601,gsm8k,,99c9e83057e60e96c0d46943cadf25e1286f08d5be90151ffd2c95ff85100c27,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:611,gsm8k,,2463240fc90bf8e9d2ed9e9979c6b717ecc62a1025000aa44f3cc2d0038c0083,0,0,0,0,0,,,,format_error,format_error,format_error,False,False,False,False,False,False,False,False,False
gsm8k:test:613,gsm8k,,265e608018ac1108808221b8456ba682a12dd876ad304907cf7ad907c9c1e6a7,0,0,0,0,0,,,,format_error,format_error,parse_error,False,False,True,False,False,False,False,False,False
